/home/sujiya/SpTRSV_Gpu/matrix/0.mtx, 80016, 235029, 2.94, 3, 26672.00, 0.32, 0.34, 1.40, 13.18
/home/sujiya/SpTRSV_Gpu/matrix/100.mtx, 149842, 513974, 3.43, 27, 5549.70, 0.77, 0.46, 2.24, 19.95
/home/sujiya/SpTRSV_Gpu/matrix/101.mtx, 41550, 106092, 2.55, 117, 355.13, 0.41, 0.41, 0.52, 5.13
/home/sujiya/SpTRSV_Gpu/matrix/102.mtx, 451554, 1533786, 3.40, 25, 18062.16, 1.15, 1.08, 2.85, 25.49
/home/sujiya/SpTRSV_Gpu/matrix/103.mtx, 428440, 1272922, 2.97, 17, 25202.35, 0.80, 1.02, 2.50, 23.45
/home/sujiya/SpTRSV_Gpu/matrix/104.mtx, 267071, 907929, 3.40, 24, 11127.96, 0.83, 0.64, 2.85, 25.46
/home/sujiya/SpTRSV_Gpu/matrix/105.mtx, 6686493, 13700471, 2.05, 2977, 2246.05, 76.42, 19.64, 1.40, 15.18
/home/sujiya/SpTRSV_Gpu/matrix/106.mtx, 46502, 160990, 3.46, 26, 1788.54, 0.61, 0.83, 0.39, 3.44
/home/sujiya/SpTRSV_Gpu/matrix/107.mtx, 2063494, 8545814, 4.14, 17, 121382.00, 4.01, 4.79, 3.57, 30.03
/home/sujiya/SpTRSV_Gpu/matrix/108.mtx, 55042369, 113651169, 2.06, 91, 604861.20, 100.25, 128.04, 1.78, 19.25
/home/sujiya/SpTRSV_Gpu/matrix/109.mtx, 330751, 782983, 2.37, 11, 30068.27, 0.62, 0.77, 2.03, 20.75
/home/sujiya/SpTRSV_Gpu/matrix/10.mtx, 11950757, 24662360, 2.06, 4283, 2790.28, 158.27, 35.65, 1.38, 15.01
/home/sujiya/SpTRSV_Gpu/matrix/110.mtx, 238600, 799499, 3.35, 27, 8837.04, 1.00, 0.59, 2.72, 24.42
/home/sujiya/SpTRSV_Gpu/matrix/111.mtx, 161672, 555561, 3.44, 25, 6466.88, 0.77, 0.40, 2.77, 24.69
/home/sujiya/SpTRSV_Gpu/matrix/112.mtx, 204447, 694764, 3.40, 26, 7863.35, 0.84, 0.51, 2.74, 24.49
/home/sujiya/SpTRSV_Gpu/matrix/113.mtx, 399130, 864042, 2.16, 36, 11086.94, 0.82, 0.97, 1.79, 18.99
/home/sujiya/SpTRSV_Gpu/matrix/114.mtx, 440020, 3000060, 6.82, 2, 220010.00, 0.70, 1.01, 5.95, 44.45
/home/sujiya/SpTRSV_Gpu/matrix/115.mtx, 801374, 2547537, 3.18, 1158, 692.03, 2.41, 3.62, 1.41, 12.88
/home/sujiya/SpTRSV_Gpu/matrix/116.mtx, 87936, 337449, 3.84, 57, 1542.74, 0.49, 0.26, 2.63, 22.63
/home/sujiya/SpTRSV_Gpu/matrix/117.mtx, 256000, 1011200, 3.95, 198, 1292.93, 4.95, 0.77, 2.63, 22.46
/home/sujiya/SpTRSV_Gpu/matrix/118.mtx, 534388, 1088904, 2.04, 9, 59376.44, 1.18, 1.28, 1.71, 18.62
/home/sujiya/SpTRSV_Gpu/matrix/119.mtx, 105127, 243495, 2.32, 14, 7509.07, 0.33, 0.26, 1.90, 19.58
/home/sujiya/SpTRSV_Gpu/matrix/11.mtx, 99190, 339040, 3.42, 26, 3815.00, 0.41, 0.25, 2.67, 23.81
/home/sujiya/SpTRSV_Gpu/matrix/120.mtx, 52260, 187794, 3.59, 22, 2375.45, 0.32, 0.15, 2.46, 21.61
/home/sujiya/SpTRSV_Gpu/matrix/121.mtx, 109460, 273647, 2.50, 479, 228.52, 1.19, 0.64, 0.85, 8.53
/home/sujiya/SpTRSV_Gpu/matrix/122.mtx, 114599, 234265, 2.04, 427, 268.38, 0.93, 0.67, 0.70, 7.62
