/home/sujiya/SpTRSV/matrix/0.mtx, 80016, 235029, 2.94, 3, 26672.00, 2.31, 113.47, 0.00, 0.04
/home/sujiya/SpTRSV/matrix/100.mtx, 149842, 513974, 3.43, 27, 5549.70, 3.40, 15.53, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/101.mtx, 41550, 106092, 2.55, 117, 355.13, 0.49, 4.84, 0.04, 0.47
/home/sujiya/SpTRSV/matrix/102.mtx, 451554, 1533786, 3.40, 25, 18062.16, 10.86, 46.69, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/103.mtx, 428440, 1272922, 2.97, 17, 25202.35, 10.33, 41.12, 0.06, 0.62
/home/sujiya/SpTRSV/matrix/104.mtx, 267071, 907929, 3.40, 24, 11127.96, 5.87, 27.82, 0.07, 0.62
/home/sujiya/SpTRSV/matrix/105.mtx, 6686493, 13700471, 2.05, 2977, 2246.05, 62.92, 5692.27, 0.00, 0.06
/home/sujiya/SpTRSV/matrix/106.mtx, 46502, 160990, 3.46, 26, 1788.54, 8.55, 278.82, 0.00, 0.01
/home/sujiya/SpTRSV/matrix/107.mtx, 2063494, 8545814, 4.14, 17, 121382.00, 52.40, 245.77, 0.07, 0.62
/home/sujiya/SpTRSV/matrix/109.mtx, 330751, 782983, 2.37, 11, 30068.27, 5.33, 29.23, 0.05, 0.59
/home/sujiya/SpTRSV/matrix/10.mtx, 11950757, 24662360, 2.06, 4283, 2790.28, 100.96, 10395.33, 0.00, 0.06
/home/sujiya/SpTRSV/matrix/110.mtx, 238600, 799499, 3.35, 27, 8837.04, 5.14, 25.33, 0.06, 0.60
/home/sujiya/SpTRSV/matrix/111.mtx, 161672, 555561, 3.44, 25, 6466.88, 3.68, 18.15, 0.06, 0.58
/home/sujiya/SpTRSV/matrix/112.mtx, 204447, 694764, 3.40, 26, 7863.35, 4.54, 22.58, 0.06, 0.59
/home/sujiya/SpTRSV/matrix/113.mtx, 399130, 864042, 2.16, 36, 11086.94, 2.47, 37.96, 0.05, 0.53
/home/sujiya/SpTRSV/matrix/114.mtx, 440020, 3000060, 6.82, 2, 220010.00, 17.36, 58.24, 0.10, 0.80
/home/sujiya/SpTRSV/matrix/115.mtx, 801374, 2547537, 3.18, 1158, 692.03, 10.70, 90.06, 0.06, 0.55
/home/sujiya/SpTRSV/matrix/116.mtx, 87936, 337449, 3.84, 57, 1542.74, 1.61, 11.92, 0.06, 0.52
/home/sujiya/SpTRSV/matrix/117.mtx, 256000, 1011200, 3.95, 198, 1292.93, 4.18, 293.60, 0.01, 0.06
/home/sujiya/SpTRSV/matrix/118.mtx, 534388, 1088904, 2.04, 9, 59376.44, 6.27, 50.64, 0.04, 0.51
/home/sujiya/SpTRSV/matrix/119.mtx, 105127, 243495, 2.32, 14, 7509.07, 2.45, 49.11, 0.01, 0.11
/home/sujiya/SpTRSV/matrix/11.mtx, 99190, 339040, 3.42, 26, 3815.00, 2.26, 15.14, 0.04, 0.43
/home/sujiya/SpTRSV/matrix/120.mtx, 52260, 187794, 3.59, 22, 2375.45, 1.28, 15.41, 0.02, 0.23
/home/sujiya/SpTRSV/matrix/121.mtx, 109460, 273647, 2.50, 479, 228.52, 0.85, 18.39, 0.03, 0.32
/home/sujiya/SpTRSV/matrix/122.mtx, 114599, 234265, 2.04, 427, 268.38, 1.44, 48.61, 0.01, 0.11
/home/sujiya/SpTRSV/matrix/123.mtx, 200200, 586229, 2.93, 8, 25025.00, 2.17, 19.54, 0.06, 0.61
/home/sujiya/SpTRSV/matrix/124.mtx, 3501776, 14003712, 4.00, 2221, 1576.67, 91.46, 529.48, 0.05, 0.48
/home/sujiya/SpTRSV/matrix/125.mtx, 157508, 545813, 3.47, 27, 5833.63, 3.73, 16.24, 0.07, 0.64
/home/sujiya/SpTRSV/matrix/126.mtx, 38434, 129947, 3.38, 25, 1537.36, 0.58, 4.57, 0.06, 0.54
/home/sujiya/SpTRSV/matrix/127.mtx, 389874, 1323431, 3.39, 31, 12576.58, 7.29, 46.59, 0.06, 0.54
/home/sujiya/SpTRSV/matrix/128.mtx, 525825, 1051137, 2.00, 1025, 513.00, 2.50, 52.98, 0.04, 0.48
/home/sujiya/SpTRSV/matrix/129.mtx, 145247, 495436, 3.41, 24, 6051.96, 3.26, 15.64, 0.06, 0.60
/home/sujiya/SpTRSV/matrix/12.mtx, 321821, 1478630, 4.59, 86, 3742.10, 16.39, 412.32, 0.01, 0.06
/home/sujiya/SpTRSV/matrix/130.mtx, 69518, 237256, 3.41, 23, 3022.52, 1.29, 7.30, 0.06, 0.62
/home/sujiya/SpTRSV/matrix/131.mtx, 2707524, 8188837, 3.02, 300, 9025.08, 35.61, 497.47, 0.03, 0.33
/home/sujiya/SpTRSV/matrix/132.mtx, 329885, 1118930, 3.39, 24, 13745.21, 7.67, 35.30, 0.06, 0.60
/home/sujiya/SpTRSV/matrix/133.mtx, 51975, 174676, 3.36, 8, 6496.88, 0.55, 5.48, 0.06, 0.61
/home/sujiya/SpTRSV/matrix/134.mtx, 135135, 407743, 3.02, 10, 13513.50, 1.36, 13.49, 0.06, 0.60
/home/sujiya/SpTRSV/matrix/135.mtx, 259777, 873328, 3.36, 25, 10391.08, 5.75, 28.38, 0.06, 0.59
/home/sujiya/SpTRSV/matrix/136.mtx, 343565, 1171849, 3.41, 27, 12724.63, 8.31, 36.18, 0.06, 0.62
/home/sujiya/SpTRSV/matrix/137.mtx, 65536, 164497, 2.51, 9, 7281.78, 0.62, 6.32, 0.05, 0.56
/home/sujiya/SpTRSV/matrix/138.mtx, 63240, 110245, 1.74, 8, 7905.00, 0.33, 5.87, 0.04, 0.48
/home/sujiya/SpTRSV/matrix/139.mtx, 171778, 591768, 3.44, 31, 5541.23, 3.81, 18.14, 0.07, 0.62
/home/sujiya/SpTRSV/matrix/13.mtx, 321671, 1074739, 3.34, 35, 9190.60, 8.68, 53.83, 0.04, 0.38
/home/sujiya/SpTRSV/matrix/140.mtx, 132288, 451622, 3.41, 39, 3392.00, 2.78, 14.02, 0.06, 0.61
/home/sujiya/SpTRSV/matrix/141.mtx, 132402, 730532, 5.52, 9, 14711.33, 2.46, 22.63, 0.06, 0.53
/home/sujiya/SpTRSV/matrix/142.mtx, 69235, 348391, 5.03, 9, 7692.78, 1.25, 12.01, 0.06, 0.49
/home/sujiya/SpTRSV/matrix/143.mtx, 25605, 112564, 4.40, 9, 2845.00, 0.34, 4.31, 0.05, 0.46
/home/sujiya/SpTRSV/matrix/144.mtx, 51813, 178257, 3.44, 5, 10362.60, 0.42, 5.95, 0.06, 0.57
/home/sujiya/SpTRSV/matrix/145.mtx, 104115, 435612, 4.18, 8, 13014.38, 1.22, 12.21, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/146.mtx, 163215, 829549, 5.08, 11, 14837.73, 2.62, 24.56, 0.07, 0.56
/home/sujiya/SpTRSV/matrix/147.mtx, 186558, 1087730, 5.83, 10, 18655.80, 4.00, 32.45, 0.07, 0.54
/home/sujiya/SpTRSV/matrix/148.mtx, 288987, 997297, 3.45, 28, 10320.96, 6.79, 30.59, 0.07, 0.62
/home/sujiya/SpTRSV/matrix/149.mtx, 50000, 199984, 4.00, 25, 2000.00, 0.67, 5.71, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/14.mtx, 682712, 1505944, 2.21, 49, 13932.90, 10.95, 86.00, 0.04, 0.40
/home/sujiya/SpTRSV/matrix/150.mtx, 75000, 299982, 4.00, 25, 3000.00, 1.10, 8.73, 0.07, 0.62
/home/sujiya/SpTRSV/matrix/151.mtx, 62500, 249983, 4.00, 25, 2500.00, 0.92, 7.13, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/152.mtx, 87500, 349981, 4.00, 25, 3500.00, 1.34, 9.91, 0.07, 0.64
/home/sujiya/SpTRSV/matrix/153.mtx, 133769, 446742, 3.34, 25, 5350.76, 2.55, 14.11, 0.06, 0.61
/home/sujiya/SpTRSV/matrix/154.mtx, 193352, 650279, 3.36, 27, 7161.19, 3.81, 20.46, 0.06, 0.61
/home/sujiya/SpTRSV/matrix/155.mtx, 479119, 479119, 1.00, 1, 479119.00, 1.05, 36.74, 0.03, 0.47
/home/sujiya/SpTRSV/matrix/156.mtx, 131581, 131581, 1.00, 1, 131581.00, 0.24, 10.10, 0.03, 0.47
/home/sujiya/SpTRSV/matrix/157.mtx, 132568, 132568, 1.00, 1, 132568.00, 0.24, 10.19, 0.03, 0.47
/home/sujiya/SpTRSV/matrix/158.mtx, 2216688, 4657926, 2.10, 177, 12523.66, 29.26, 376.95, 0.02, 0.29
/home/sujiya/SpTRSV/matrix/159.mtx, 48837, 166112, 3.40, 19, 2570.37, 0.96, 5.03, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/15.mtx, 1270432, 5042656, 3.97, 352, 3609.18, 20.89, 2361.93, 0.00, 0.04
/home/sujiya/SpTRSV/matrix/160.mtx, 169588, 584544, 3.45, 24, 7066.17, 3.47, 17.62, 0.07, 0.63
/home/sujiya/SpTRSV/matrix/161.mtx, 4163763, 16651739, 4.00, 2767, 1504.79, 94.46, 569.21, 0.06, 0.53
/home/sujiya/SpTRSV/matrix/162.mtx, 168609, 584094, 3.46, 25, 6744.36, 4.17, 17.38, 0.07, 0.64
